chunk_id,patent_id,title,date,text
US-2026106568-A1_chunk_24,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The system of claim 9 , wherein the first bracket includes a vertical body; and the second bracket includes a vertical body that engages with the vertical body of the first bracket"
US-2026106568-A1_chunk_26,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The system of claim 9 , wherein the base includes a first sidewall, a second sidewall, and an aperture disposed through the base, at a location between the first sidewall and the second sidewall; and the tower includes at least one of a flange, a tab, or a projection to engage with at least one of the first sidewall or the second sidewall"
US-2026106568-A1_chunk_28,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The system of claim 9 , wherein the adjustment mechanism adjusts a height of the second bracket relative to the base"
US-2026106568-A1_chunk_30,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"An assembly comprising a mount; a bracket to support a solar panel; a connector; a first fastener to secure the connector to the bracket; a pillar engaged with the mount and disposed at least partially through the bracket; and a second fastener to engage the pillar and the bracket, the second fastener being actuatable to adjust a height of the bracket and the connector relative to the mount"
US-2026106568-A1_chunk_32,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The assembly of claim 16 , wherein the bracket includes a flange disposed adjacent to a first surface of the solar panel; the connector includes a flange disposed adjacent to a second surface of the solar panel; and the first fastener clamps the solar panel between the flange of the bracket and the flange of the connector"
US-2026106568-A1_chunk_34,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The assembly of claim 16 , further comprising a third fastener to secure the pillar to the mount"
US-2026106568-A1_chunk_36,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The assembly of claim 16 , wherein the connector includes a first aperture through which the first fastener is at least partially disposed; and a second aperture that provides access to the second fastener"
US-2026106568-A1_chunk_38,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The assembly of claim 16 , wherein the pillar includes a first sidewall and a second sidewall; and the second fastener is at least partially disposed between the first sidewall and the second sidewall"
US-2026106568-A1_chunk_40,US-2026106568-A1,Click-on tower and l-foot mount for attaching solar panels to a roof,20260416,"The assembly of claim 16 , wherein the bracket includes an aperture through which at least a portion of the pillar is disposed."
US-12603375-B2_chunk_0,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,The invention claimed is 1
US-12603375-B2_chunk_1,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"A system for charging a portable battery pack comprising the portable battery pack including one or more batteries enclosed in a wearable pouch; wherein the one or more batteries include a battery cover operable to accommodate wires of one or more omnidirectional leads; the one or more omnidirectional leads including a wiring portion, wherein a spring is provided around the wiring portion, wherein the wiring portion and the spring are held securely in the battery cover such that a portion of the spring is positioned inside the battery cover and a portion of the spring is positioned outside the battery cover; and wherein the one or more omnidirectional leads are operable to charge at least one of the one or more batteries"
US-12603375-B2_chunk_3,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the wearable pouch includes a closeable opening through which the one or more batteries are operable to be removed from the wearable pouch, and wherein the closable opening can be closed by a mechanism selected from the group consisting of a zipper, a hook and loop system, one or more buttons, one or more snaps, one or more ties, one or more buckles, one or more clips, and one or more hooks"
US-12603375-B2_chunk_5,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the battery cover has a curvature or a contour adapted to conform to a curvature or a contour of a load-bearing platform or a wearer"
US-12603375-B2_chunk_7,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the wearable pouch is comprised of polyester, polyvinyl chloride PVC-coated polyester, vinyl-coated polyester, nylon, canvas, PVC-coated canvas, or polycotton canvas"
US-12603375-B2_chunk_9,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein an interior of the wearable pouch includes a first set of straps and a second set of straps, wherein the first set of straps is oriented substantially perpendicular to the second set of straps, wherein each strap in the first set of straps is oriented substantially parallel to other straps in the first set of straps, and wherein each strap in the second set of straps is oriented substantially parallel to other straps in the second set of straps"
US-12603375-B2_chunk_11,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the one or more omnidirectional leads charge the one or more batteries using at least one charging device, wherein the at least one charging device includes at least one solar panel, and wherein the at least one solar panel includes at least two solar modules electrically connected to one another and to at least one output connector"
US-12603375-B2_chunk_13,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 6 , wherein the at least two solar modules are mounted to a substrate, wherein a first layer of fabric and a second layer of fabric are positioned on a top and a bottom of the substrate, wherein at least one of the first layer of fabric and the second layer of fabric comprises one or more openings, wherein the one or more openings have one or more dimensions substantially equivalent to one or more dimensions of the at least two solar modules"
US-12603375-B2_chunk_15,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 6 , wherein each of the at least two solar modules includes at least one solar cell, wherein at least one bypass diode is installed across one or more of the at least one solar cell"
US-12603375-B2_chunk_17,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 6 , wherein the at least one solar panel is foldable"
US-12603375-B2_chunk_19,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the wearable pouch andor the one or more batteries include at least one layer of a material resistant to heat"
US-12603375-B2_chunk_21,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the wearable pouch andor the one or more batteries include a material resistant to bullets, knives, shrapnel, andor other projectiles"
US-12603375-B2_chunk_23,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 1 , wherein the wearable pouch includes one or more openings through which the one or more omnidirectional leads from the one or more batteries can be accessed"
US-12603375-B2_chunk_25,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"A system for charging a portable battery pack comprising the portable battery pack including one or more batteries enclosed in a wearable pouch; wherein the one or more batteries include at least one battery element; a battery cover operable to accommodate wires of one or more leads and a compartment sized to receive the at least one battery element; the one or more leads including a wiring portion, wherein a spring is provided around the wiring portion, wherein the wiring portion and the spring are held securely in the battery cover such that a portion of the spring is positioned inside the battery cover and a portion of the spring is positioned outside the battery cover; and wherein at least one of the one or more leads is operable to simultaneously charge at least one of the one or more batteries and supply power to at least one power consuming device"
US-12603375-B2_chunk_27,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 13 , further comprising at least one charging device, wherein the at least one charging device includes at least one solar panel, and wherein the wearable pouch, the at least one solar panel, andor the one or more batteries include at least one layer of a material resistant to heat"
US-12603375-B2_chunk_29,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 13 , wherein the one or more leads is operable to charge the one or more batteries using at least one charging device, wherein the at least one charging device includes at least one solar panel, and wherein the at least one solar panel includes at least two solar modules electrically connected to one another and to at least one output connector"
US-12603375-B2_chunk_31,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 15 , wherein the at least one solar panel is foldable"
US-12603375-B2_chunk_33,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"A system for charging a portable battery pack comprising the portable battery pack including one or more batteries; wherein the one or more batteries include at least one battery element; a battery cover operable to accommodate wires of one or more leads and a compartment sized to receive the at least one battery element; the one or more leads including a wiring portion, wherein a spring is provided around the wiring portion, wherein the wiring portion and the spring are held securely in the battery cover such that a portion of the spring is positioned inside the battery cover and a portion of the spring is positioned outside the battery cover; and wherein at least one of the one or more leads is operable to simultaneously charge at least one of the one or more batteries and supply power to at least one power consuming device"
US-12603375-B2_chunk_35,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 17 , wherein the portable battery pack includes a load-bearing platform"
US-12603375-B2_chunk_37,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 17 , wherein the portable battery pack includes a pouch attachment ladder system comprises a plurality of straps, a plurality of horizontal rows of webbing, a plurality of slits, and combinations thereof"
US-12603375-B2_chunk_39,US-12603375-B2,System for supplying power to a portable battery using at least one solar panel,20260414,"The system of claim 17 , further comprising at least one charging device for charging the one or more batteries, wherein the at least one charging device includes at least one solar panel, and wherein the at least one solar panel includes at least two solar modules electrically connected to one another and to at least one output connector."
US-12602668-B2_chunk_1,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"A method for generating a recycling record of a solar panel, the method implemented by a computer that is connected to a peer-to-peer network, that corresponds to a recycling operator, and that is electrically connected to a dismantling equipment, the dismantling equipment being configured to obtain information related to the solar panel and to dismantle the solar panel, the dismantling equipment including a weighing unit, a first removal device for removing a junction box of the solar panel, a second removal device for removing a frame of the solar panel, a third removal device for removing a back sheet of the solar panel, and a fourth removal device for removing an adhesive layer and a solar cell module of the solar panel, the method comprising upon the dismantling equipment receiving the solar panel that is provided with an information element, controlling the dismantling equipment to capture the information element, and obtaining product information related to the solar panel based on the information element; controlling the dismantling equipment to dismantle the solar panel and to collect data of dismantling the solar panel; obtaining a recycling result based on the data of dismantling the solar panel; and generating and storing a recycling record that includes the product information and the recycling result as a block in a distributed ledger of a blockchain managed by the peer-to-peer network, wherein the controlling of the dismantling equipment to dismantle the solar panel includes controlling the first removal device to remove the junction box of the solar panel, and controlling the weighing unit to detect a first weight before removing the junction box and a second weight after removing the junction box, controlling the second removal device to remove the frame of the solar panel, and controlling the weighing unit to detect a third weight before removing the frame and a fourth weight after removing the frame, controlling the third removal device to remove the back sheet of the solar panel, and controlling the weighing unit to detect a fifth weight before removing the back sheet and a sixth weight after removing the back sheet, and controlling the fourth removal device to remove the adhesive layer and the solar cell module of the solar panel together, and controlling the weighing unit to detect a seventh weight before removing the adhesive layer and the solar cell module, and an eighth weight after removing both of the adhesive layer and the solar cell module, and wherein the data of dismantling the solar panel includes the first to eighth weights"
US-12602668-B2_chunk_3,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The method as claimed in claim 1 , the computer communicating, through a communication network, with a supplier end device that corresponds to a supplier who provides the solar panel, wherein the product information at least includes supplier end information that is related to the supplier of the solar panel; and the method further comprises transmitting the recycling record to the supplier end device based on the supplier end information that is related to the supplier"
US-12602668-B2_chunk_5,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The method as claimed in claim 1 , the dismantling equipment further including a separating device for separating the adhesive layer and the solar cell module of the solar panel, wherein the controlling of the dismantling equipment to dismantle the solar panel further includes controlling the separating device to separate the adhesive layer from the solar cell module, and controlling the weighing unit to detect a ninth weight of the adhesive layer and a tenth weight of the solar cell module, and the data of dismantling the solar panel further includes the ninth weight and the tenth weight"
US-12602668-B2_chunk_7,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The method as claimed in claim 1 , wherein in obtaining the recycling result, the computer calculates a recycling ratio based on the first to eighth weights, and obtains the recycling result to at least include the recycling ratio"
US-12602668-B2_chunk_9,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"A method for generating a recycling record of a solar panel, the method implemented by a computer that is connected to a peer-to-peer network, that corresponds to a recycling operator, and that is electrically connected to a dismantling equipment, the dismantling equipment being configured to obtain information related to the solar panel and to dismantle the solar panel, the dismantling equipment including a power measurement device, the method comprising upon the dismantling equipment receiving the solar panel that is provided with an information element, controlling the dismantling equipment to capture the information element, and obtaining product information related to the solar panel based on the information element; controlling the dismantling equipment to dismantle the solar panel and to collect data of dismantling the solar panel; obtaining a recycling result based on the data of dismantling the solar panel; and generating and storing a recycling record that includes the product information and the recycling result as a block in a distributed ledger of a blockchain managed by the peer-to-peer network, wherein the controlling of the dismantling equipment to dismantle the solar panel includes controlling the power measurement device to detect a power consumption of dismantling the solar panel, and the data of dismantling the solar panel at least includes the power consumption"
US-12602668-B2_chunk_11,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The method as claimed in claim 5 , wherein in obtaining the recycling result, the computer calculates an amount of carbon emissions generated by dismantling the solar panel based on a location of the dismantling equipment and the power consumption, and obtains the recycling result to at least include the power consumption and the amount of carbon emissions"
US-12602668-B2_chunk_13,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"A recycling system for generating a recycling record of a solar panel, the recycling system adapted to recycle a solar panel that is provided with an information element, the recycling system comprising a dismantling equipment configured to obtain information related to the solar panel and to dismantle the solar panel; and a computer connected to a peer-to-peer network, and electrically connected to said dismantling equipment, said computer being configured to upon said dismantling equipment receiving the solar panel, control said dismantling equipment to capture the information element, and obtain product information related to the solar panel based on the information element, control said dismantling equipment to dismantle the solar panel and to collect data of dismantling the solar panel, obtain a recycling result based on the data of dismantling the solar panel, and generate and store a recycling record that includes the product information and the recycling result as a block in a distributed ledger of a blockchain managed by the peer-to-peer network, wherein said dismantling equipment includes a weighing unit, a first removal device for removing a junction box of the solar panel, a second removal device for removing a frame of the solar panel, a third removal device for removing a back sheet of the solar panel, and a fourth removal device for removing an adhesive layer and a solar cell module of the solar panel, and wherein said computer is further configured to control said first removal device to remove the junction box of the solar panel, and control said weighing unit to detect a first weight before removing the junction box and a second weight after removing the junction box, control said second removal device to remove the frame of the solar panel, and control said weighing unit to detect a third weight before removing the frame and a fourth weight after removing the frame, control said third removal device to remove the back sheet of the solar panel, and control said weighing unit to detect a fifth weight before removing the back sheet and a sixth weight after removing the back sheet, and control said fourth removal device to remove the adhesive layer and the solar cell module of the solar panel together, and control said weighing unit to detect a seventh weight before removing the adhesive layer and the solar cell module together, and an eighth weight after removing both of the adhesive layer and the solar cell module together, wherein the data of dismantling the solar panel includes the first to eighth weights"
US-12602668-B2_chunk_15,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The recycling system as claimed in claim 7 , the recycling system communicating, through a communication network, with a supplier end device that corresponds to a supplier who provides the solar panel, wherein the product information at least includes supplier end information that is related to the supplier of the solar panel; and said computer is further configured to transmit the recycling record to the supplier end device based on the supplier end information that is related to the supplier"
US-12602668-B2_chunk_17,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The recycling system as claimed in claim 7 , wherein said dismantling equipment further includes a separating device for separating the adhesive layer and the solar cell module of the solar panel; and said computer is further configured to control said separating device to separate the adhesive layer from the solar cell module, and control said weighing unit to detect a ninth weight of the adhesive layer and a tenth weight of the solar cell module, and the data of dismantling the solar panel further includes the ninth weight and the tenth weight"
US-12602668-B2_chunk_19,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The recycling system as claimed in claim 7 , wherein said computer is further configured to calculate a recycling ratio based on the first to eighth weights, and to obtain the recycling result to at least include the recycling ratio"
US-12602668-B2_chunk_21,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"A recycling system for generating a recycling record of a solar panel, the recycling system adapted to recycle a solar panel that is provided with an information element, the recycling system comprising a dismantling equipment configured to obtain information related to the solar panel and to dismantle the solar panel; and a computer connected to a peer-to-peer network, and electrically connected to said dismantling equipment, said computer being configured to upon said dismantling equipment receiving the solar panel, control said dismantling equipment to capture the information element, and obtain product information related to the solar panel based on the information element, control said dismantling equipment to dismantle the solar panel and to collect data of dismantling the solar panel, obtain a recycling result based on the data of dismantling the solar panel, and generate and store a recycling record that includes the product information and the recycling result as a block in a distributed ledger of a blockchain managed by the peer-to-peer network, wherein said dismantling equipment includes a power measurement device, and wherein said computer is further configured to control said power measurement device to detect a power consumption of dismantling the solar panel, and the data of dismantling the solar panel at least includes the power consumption"
US-12602668-B2_chunk_23,US-12602668-B2,Method for generating recycling record of solar panel and recycling system implementing the same,20260414,"The recycling system as claimed in claim 11 , wherein said computer is further configured to calculate an amount of carbon emissions generated by dismantling the solar panel based on a location of said dismantling equipment and the power consumption, and to obtain the recycling result to at least include the power consumption and the amount of carbon emissions."
US-12603602-B2_chunk_1,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"A roof-mounted solar panel assembly, comprising a slider component disposed at a roof molding recess area of a vehicle, the slider component has a first portion and a second portion, wherein the first portion is located at a first height from the roof molding recess area and the second portion is located at a second height from the roof molding recess area; and a solar panel is removably coupled to the second portion of the slider component at a third height, which is less than the second height of the second portion"
US-12603602-B2_chunk_3,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein, the first portion has a first length disposed at the first height; the second portion has a second length disposed at the second height; and the first length is substantially same as the second length"
US-12603602-B2_chunk_5,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein, the first portion is substantially flushed to the roof molding recess area; and the second portion extends from the first portion"
US-12603602-B2_chunk_7,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein the first portion and the second portion forms an hour-glass profile"
US-12603602-B2_chunk_9,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein the second portion has a dimension ranging from 4 mm to 35 mm"
US-12603602-B2_chunk_11,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein, the first portion is a roof mold that is substantially flushed to the roof molding recess area; and the second portion is a slider that is coupled to the first portion"
US-12603602-B2_chunk_13,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein, the first portion has a substantially rectangular profile, which is configured to mate with the roof molding recess area; and the second portion has an hour-glass profile, which is configured to control a drag of the vehicle"
US-12603602-B2_chunk_15,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein, the second portion is coupled to the first portion, and wherein the second portion is removably engaged to the first portion to couple the solar panel between the second portion and the first portion"
US-12603602-B2_chunk_17,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein, the first portion has a substantially L-shaped profile, which is configured to mate with the roof molding recess area; and the second portion has a substantially arcuate profile, which is configured to control a drag of the vehicle"
US-12603602-B2_chunk_19,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein the second portion of the slider component has a slot to receive the solar panel, and wherein the solar panel has a flexible structural profile"
US-12603602-B2_chunk_21,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , further comprising a lip seal disposed between the solar panel and the slider component, wherein the solar panel forms an interference fit with the slider component, via the lip seal"
US-12603602-B2_chunk_23,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , further comprising a plurality of rollers disposed between the solar panel and the slider component, wherein the solar panel forms a slidable fit with the slider component, via the plurality of rollers"
US-12603602-B2_chunk_25,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein the solar panel is disposed at the third height, such that, a temperature of a cabin of the vehicle is controlled based on a location of the solar panel"
US-12603602-B2_chunk_27,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein the slider component is coupled with a plurality of end caps on opposing ends, the plurality of end caps are configured to limit a noise generated from the slider component"
US-12603602-B2_chunk_29,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 1 , wherein the roof molding recess area is located on a roof rail of the vehicle; and the slider component is directly coupled to the roof rail of the vehicle"
US-12603602-B2_chunk_31,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"A roof-mounted solar panel assembly, comprising a slider component disposed at a roof molding recess area of a vehicle, the slider component has a first portion and a second portion, wherein the first portion is located at a first height from the roof molding recess area and the second portion is located at a second height from the roof molding recess area; and a solar panel is removably coupled to the second portion of the slider component and located within the second height"
US-12603602-B2_chunk_33,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 16 , wherein, the first portion is substantially flushed to the roof molding recess area; and the second portion extends from the first portion"
US-12603602-B2_chunk_35,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The roof-mounted solar panel assembly according to claim 16 , wherein the first portion and the second portion forms an hour-glass profile"
US-12603602-B2_chunk_37,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"A method, comprising disposing a slider component at a roof molding recess area of a vehicle, the slider component has a first portion and a second portion, wherein the first portion is located at a first height from the roof molding recess area and the second portion is located at a second height from the roof molding recess area; and coupling a solar panel to the second portion of the slider component at a third height, which is less than the second height of the second portion"
US-12603602-B2_chunk_39,US-12603602-B2,Roof-mounted solar panel assembly for vehicles,20260414,"The method according to claim 19 , wherein the first portion has a first length disposed at the first height; the second portion has a second length disposed at the second height; and the first length is substantially same as the second length."
US-2026100667-A1_chunk_1,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"A sheathing comprising a plurality of anchors attached to the sheathing, the plurality of anchors being arranged in a predetermined pattern prior to installation of the sheathing onto a structure, wherein at least a portion of the plurality of anchors are configured to receive a fastener that attaches a bracket to the structure for supporting solar panel modules"
US-2026100667-A1_chunk_3,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The sheathing of claim 1 , wherein the plurality of anchors are at least one of adhered, press-fit, or fastened to the sheathing"
US-2026100667-A1_chunk_5,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The sheathing of claim 1 , wherein the sheathing includes a top surface, and a bottom surface opposite the top surface; the plurality of anchors include a first end disposed adjacent to the top surface, and a second end disposed adjacent to the bottom surface; and the at least the portion of the plurality of anchors that are configured to receive the fastener are secured against the bottom surface"
US-2026100667-A1_chunk_7,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The sheathing of claim 1 , wherein the at least the portion of the plurality of anchors is arranged in a group based at least in part on the bracket"
US-2026100667-A1_chunk_9,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The sheathing of claim 1 , further comprising a seal disposed between the plurality of anchors and the sheathing"
US-2026100667-A1_chunk_11,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The sheathing of claim 1 , wherein the at least the portion of the plurality of anchors include a punch configured to deform, indent, or at least partially pierce one or more layers disposed adjacent to the sheathing"
US-2026100667-A1_chunk_13,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"A panel comprising a first end; a second end opposite the first end; a first side; a second side opposite the first side; and a plurality of pre-installed anchors in the panel, wherein a fastener is disposable within individual anchors of the plurality of pre-installed anchors to attach a bracket to the panel for supporting one or more solar panel modules, and wherein at least a portion of the plurality of pre-installed anchors are equidistantly spaced apart from one another i in a first direction between the first end and the second end, or ii in a second direction between the first side and the second side"
US-2026100667-A1_chunk_15,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The panel of claim 7 , wherein the plurality of pre-installed anchors is arranged in a predetermined pattern prior to installation of the panel onto a structure"
US-2026100667-A1_chunk_17,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The panel of claim 7 , wherein a location of the plurality of pre-installed anchors is based at least in part on the bracket"
US-2026100667-A1_chunk_19,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The panel of claim 7 , wherein one or more roofing materials are disposed at least partially over the plurality of pre-installed anchors prior to attaching the bracket to the panel"
US-2026100667-A1_chunk_21,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The panel of claim 10 , wherein the at least the portion of the plurality of pre-installed anchors include a punch to deform, indent, or at least partially pierce the one or more roofing materials to indicate a location of at least one pre-installed anchor of the at least the portion of the plurality of pre-installed anchors"
US-2026100667-A1_chunk_23,US-2026100667-A1,"Sheathing, pre-installed anchors for mounting solar panel modules, and method of installation",20260409,"The panel of claim 10 , further comprising a seal disposed between the plurality of pre-installed anchors and the panel"
